Fe,C,Cr,Ni,Mn,S,Si,Mo,V,W,Co,Al,P,Cu,Ti,Tensile_Strength_MPa
72.06,0.46,5.6,7.06,1.61,0.03,1.95,4.16,0.49,1.21,3.37,0.73,0.02,0.69,0.56,1041.93
56.07,0.31,16.92,12.58,0.58,0.01,1.43,3.54,0.6,3.07,3.02,0.36,0.05,1.44,0.02,1136.11
82.07,0.44,10.95,0.45,1.74,0.03,0.59,1.56,0.47,1.24,0.02,0.03,0.02,0.37,0.02,876.68
77.05,1.03,4.93,10.06,0.36,0,1.49,0.62,0.03,2.94,0.07,0.44,0.01,0.96,0,1358.41
59.76,0.69,11.99,15.95,1.22,0.04,0.9,1.86,0.82,4.33,0.69,0.54,0.03,0.25,0.93,1435.77
73.62,0.63,11.62,3.56,0.53,0.01,0.53,2.46,0.83,2.67,1.22,0.04,0.03,1.26,0.98,1240.7
74.73,0.02,14,3.89,1.17,0.02,1.14,0.67,0.46,0.18,0.2,0.66,0.05,2.33,0.47,614.86
79.87,0.08,0.81,3.16,1.95,0.02,1.69,3.53,0.61,4.74,1.15,0.45,0.04,1.66,0.25,739.13
69.92,0.03,16.46,0.37,1.26,0.03,1.16,2.37,0.85,3.3,3.91,0.12,0,0.09,0.15,778.8
56.11,0.8,8.89,15.05,0.38,0.02,1.78,4.68,0.92,4.09,3.44,0.91,0.04,2.86,0.02,1579.97
68.54,0.14,3.87,17.04,1.01,0.05,0.24,2.06,0.33,2.58,3.17,0.66,0,0.27,0.04,790.93
71.96,1.04,5.64,7.34,0.9,0.04,0.03,0.59,0.69,4.82,3.21,0.26,0.03,2.92,0.53,1431.22
61.69,1.16,12.94,13.74,0.46,0.03,0.71,1.2,0.9,1.92,1.41,0.93,0.01,2.24,0.65,1651.1
60.09,1.11,14.98,14.11,0.63,0.02,1.89,0.12,0.79,1.26,0.93,0.23,0,2.98,0.87,1712.41
49.63,0.67,14.61,16.9,0.47,0.02,1.27,4.89,0.68,4.49,4.23,0.58,0.04,1.13,0.38,1583.51
72.34,0.94,2.42,6.12,1.22,0.02,1.88,4.79,0.5,2.7,3.62,0.46,0.01,2.24,0.74,1518.75
67.82,0.74,4.25,13.04,0.47,0.01,1.7,4.65,0.26,4.64,1.19,0.12,0,0.73,0.39,1387.03
75.84,1.11,4.36,7.31,1.47,0.02,1.37,2.16,0.2,3.67,0.14,0.29,0.02,1.37,0.68,1604.36
62.04,0.72,6.72,18.68,1.91,0.03,0.14,2.46,0.18,2.42,0.94,0.7,0,2.86,0.2,1294.79
62.43,0.8,16.51,4.96,1.87,0.02,1.92,4.86,0.19,4.16,0.97,0.23,0,0.47,0.63,1627.12
71.2,0.41,17.44,1,0.13,0.04,1.78,3.98,0.49,1.35,0.07,0.51,0.02,1.03,0.58,1069.01
66.71,0.88,12.62,5.27,1.17,0.01,0.24,3.93,0.69,3.84,0.76,0.91,0.01,2.61,0.35,1526.75
58.81,0.23,8.83,18.99,0.66,0.03,1.78,3.15,0.36,4.95,0.94,0.52,0.04,0,0.7,1050.07
77.54,0.33,3.06,5.48,1.93,0.04,0.43,0.59,0.36,2.96,4.34,0.97,0.04,1.8,0.14,790.58
62.19,0.65,15.23,6.45,0.08,0.02,1.94,3.98,0.03,4.37,2.36,0.36,0.02,1.79,0.53,1374.4
77.27,0.79,10.33,2.88,0.51,0.04,1.33,2.24,0.18,0.04,1.56,0.05,0.02,2.47,0.29,1191.24
76.44,0.16,11.6,3.03,1.31,0.01,0.79,2.83,0.05,0.77,1.6,0.46,0.04,0.56,0.35,762.81
72.99,0.58,5.32,12.51,0.51,0.04,1.01,0.43,0.63,2.85,1.69,0.01,0.01,1.22,0.2,1102.87
63.26,1.03,11.65,13.78,1.22,0.05,0.52,1.33,0.13,2.43,0.48,0.27,0.02,2.87,0.96,1571.33
64.47,0.9,7.01,17.3,1.75,0.05,1.28,1.01,0.09,4.57,0.28,0.3,0.02,0.07,0.91,1460.36
74.81,0.8,4.34,10.06,0.52,0.05,0.12,1.37,0.89,2.4,3,0.65,0,0.05,0.94,1287.45
64.65,0.33,6.85,13.64,0.47,0.04,0.92,4.28,0.28,1.02,4.16,0.33,0.02,2.38,0.64,974.11
71.38,0.92,3.25,18.57,0.3,0.04,0.85,0.93,0.4,1.11,0.68,0.24,0.04,0.32,0.97,1299.53
60.82,0.02,11.85,17.13,1.87,0.01,1.4,0.54,0.35,3.66,1.73,0.31,0.01,0.2,0.12,840.47
58.51,0.69,13.15,13.05,0.91,0.02,1.88,4.86,0.65,0.99,2.24,0.5,0.04,2,0.51,1464.3
71.45,0.82,0.43,15.53,0.42,0.03,0.23,0.57,0.04,4.55,3.02,0.36,0.04,1.88,0.62,1232.64
73.16,0.32,1.96,13.25,0.5,0.02,0.71,0.72,0.96,4.67,0.42,0.83,0.02,2.32,0.15,881.99
54,0.17,16.03,17.96,0.93,0.04,1.33,0.93,0.33,0.68,3.87,0.99,0.03,1.97,0.75,924.69
61.72,0.5,10.7,17.01,0.51,0.02,1.5,0.44,0.51,0.72,2.7,0.77,0.01,2.55,0.33,1060.91
62,0.24,8.38,17.52,0.14,0.02,1.31,1.79,0.07,1.66,4.1,0.97,0,1.71,0.11,895.03
63.83,1.15,17.73,3.23,1.12,0.03,0.9,4.62,0.75,3.82,1.35,0.43,0.02,0.9,0.09,1799.17
79.2,0.16,3.25,4.07,0.48,0.01,0.91,2.55,0.31,4.54,2.77,0.79,0.05,0.49,0.43,678.53
72.97,0.02,14.69,2.23,1.99,0.04,1.16,0.77,0.52,1.31,1.26,0.83,0.02,1.35,0.84,649.17
64.11,0.11,10.7,11.56,0.85,0.04,1.89,2.33,0.46,2.51,3.62,0.67,0.01,0.19,0.95,908.97
71.05,1,5.4,12.71,0.22,0.05,0.12,2.19,0.54,3.95,0.61,0.44,0.01,0.94,0.78,1435.44
53.59,0.02,13.48,16.21,1.8,0.03,0.67,2.14,0.97,4.41,2.32,0.94,0.04,2.7,0.68,942.51
60.33,0.95,11.97,17.86,0.8,0.02,0.06,2.31,0.72,1.51,2.31,0.22,0.04,0.18,0.71,1501.13
64.43,0.46,0.75,17.07,0.98,0.03,1.46,3.28,0.73,3.81,2.95,0.37,0.01,2.71,0.97,1150.53
72.05,0.27,12.07,3.46,1.56,0.05,1.93,0.05,0.96,3.7,0.42,0.42,0.04,2.87,0.16,874.79
53.56,0.16,8.5,19.36,1.94,0.01,0.64,4.54,0.73,4.86,4.47,0.22,0.04,0.15,0.82,1165.78
81.88,1.15,0.91,3.21,0.97,0.04,1.63,4.82,0.62,1.28,0.13,0.22,0.03,2.78,0.32,1501.55
69.55,1.05,7.11,6.17,1.02,0.02,1.83,2.34,0.28,4.21,4.99,0.65,0.01,0.72,0.06,1553.27
71.94,0.84,15.31,3.43,0.88,0.01,0.51,1.52,0.59,0.08,2.04,0.19,0.05,1.75,0.87,1292.49
63.52,0.24,14.58,8.3,0.36,0.04,1.52,4.98,0.78,0.73,1.61,0.45,0.01,2.36,0.53,1048.92
79.39,0.63,1.29,2.99,1.7,0.05,0.83,4.05,0.63,4.8,1.19,0.54,0.02,1.63,0.27,1184.11
76.2,0.6,11.25,1.62,1.49,0.04,1.76,2.13,0.06,2.31,0.69,0.65,0,1.12,0.08,1102.15
51.56,0.29,16.4,18.46,1.71,0.03,0.15,0.44,0.9,4.38,2.17,0.33,0.03,2.42,0.73,1169.84
78.39,0.74,4.17,5.25,1.45,0.04,0.23,0.94,0.68,1.94,2.82,0.61,0.04,2.42,0.28,1084.1
65.07,1.01,15.22,5.99,0.32,0,1.15,0.46,0.68,3.39,3.07,0.88,0.02,2.71,0.04,1542.35
64.35,0.14,7.42,11.88,0.06,0.03,0.61,4.44,0.53,2.94,4.73,0.76,0.02,1.43,0.65,960.22
78.92,0.32,2.35,4.38,1.36,0.03,1.38,1.61,0.9,2.26,2.57,0.95,0.05,1.98,0.94,817.18
75.54,0.65,5.53,6.3,1.12,0.03,0.88,4.42,0.43,1.37,0.04,0.97,0.04,1.85,0.83,1218.86
50.3,0.13,17.38,19.7,1.58,0.02,0.99,2.18,0.29,2.64,0.27,0.99,0.02,2.78,0.72,985.59
61.26,0.36,4,19.91,1.54,0.01,0.13,3.48,0.3,1.11,3.67,0.68,0.02,2.83,0.68,1037.79
49.78,0.37,17.49,19.26,1.52,0.03,1.56,2.77,0,2.51,2.99,0.27,0.01,0.82,0.62,1250.84
65.09,0.18,12.97,8.45,0.71,0.04,1.01,1.89,0.88,1.84,4.3,0.5,0.01,1.84,0.29,921.87
57.86,1.01,15.51,5.4,1.32,0.01,1.25,4.44,0.04,4.93,4.14,0.76,0.03,2.31,0.99,1745.5
65.26,0.93,6.33,12.28,0.67,0.05,1.8,2.84,0.78,4.55,1.22,0.58,0.02,2.31,0.38,1505.07
88.5,0.14,1.93,2.38,0.07,0.03,1.34,0.63,0.61,2.99,0.74,0.4,0.04,0.05,0.15,583.3
64.68,1.2,13.2,9.28,1.26,0.04,1.68,1.62,0.49,3.19,0.36,0.95,0.02,1.11,0.91,1706.12
74.51,0.92,1.23,7.68,0.47,0.04,0.45,2.29,0.82,4.58,3.61,0.43,0.03,2.07,0.87,1445.02
50.45,1.07,16.76,16.21,0.29,0.04,1.63,4.39,0.92,2.55,3.28,0.01,0.03,1.42,0.96,1877.31
65,0.08,7.24,13.92,0.06,0.01,1.78,0.65,0.05,2.9,4.73,0.83,0.05,2.26,0.44,729.72
72.05,1.14,7.68,7,0.9,0.04,1.84,1.79,0.46,4.49,0.24,0.78,0.02,1.13,0.45,1640.75
58.82,1.11,8.85,16.65,1.46,0.02,1.17,3.33,0.02,1.98,4.96,0.64,0.02,0.75,0.21,1684.98
87.36,0.49,3.48,2.7,0.73,0.03,0.29,0.22,0.03,1.34,0.95,0.54,0.02,0.97,0.83,755.11
51.37,0.36,17.52,19.54,0.51,0.01,0.99,2.41,0.41,2.65,1.16,0.11,0.03,2.8,0.14,1206.82
74.77,0.85,7.88,5.88,1.71,0.02,1.17,2.22,0.08,2.97,2.09,0.09,0.03,0.03,0.21,1326.86
72.05,0.21,7.51,11.51,0.9,0.03,0.81,0.74,0.09,3.72,1.19,0.85,0.04,0.15,0.2,785.52
64.6,0.36,10.7,16.2,0.12,0.01,0.75,0.92,0.55,2.39,1.58,0.52,0.02,1.03,0.27,925.76
86.46,0.24,0.23,3.02,0.09,0.02,0.45,2.1,0.33,2.69,3.62,0.48,0,0.05,0.21,711.44
77.79,0.52,0.81,6.55,1.77,0,1.9,4.28,0.83,4.32,0.4,0.15,0.01,0.33,0.33,1126.44
70.93,0.3,12.17,1.94,0.72,0.01,1.69,2.57,0.65,0.65,4.64,0.32,0.04,2.86,0.51,951.18
76.38,0.61,2.11,7.81,1.7,0.01,1.84,3.34,0.42,2.73,0.75,0.22,0.01,1.15,0.92,1187.6
57.9,0.2,13.25,11.21,0.88,0.05,1.78,3.3,0.92,2.82,4.13,0.41,0,2.98,0.17,985.03
84.07,0.31,2.94,6.75,0.58,0.03,1.99,0.26,0.78,0.64,0.1,0.64,0.04,0.53,0.34,670.54
58.63,1.07,9.95,18.66,1.85,0.02,1.16,1.15,0.99,1.39,3.92,0.31,0.02,0.31,0.56,1615.4
79.52,0.3,2.67,4.53,0.5,0.03,0.77,0.38,0.54,3.94,2.87,0.97,0,2.46,0.51,851.03
75.66,0.4,5.84,12.64,0.09,0.03,1.45,1.78,0.22,1.07,0.41,0.09,0.01,0.06,0.27,955.41
51.59,0.37,17.91,19.83,0.37,0.01,0.98,0.74,0.5,2,1.62,0.82,0.04,2.96,0.22,1151.9
49.55,0.71,16.13,18.85,1.45,0.02,0.98,3.08,0.83,3.29,1.83,0.42,0,2.77,0.09,1595.94
63.98,0.7,15.69,8.42,1.6,0.04,0.12,2.06,0.69,2.11,2.73,0.59,0.01,1.24,0.03,1328.93
72.3,0.69,2.63,15.11,0.75,0.05,0.78,0.75,0.76,2.84,1.93,0.36,0.01,1.02,0.03,1108.43
60.5,0.61,16.14,15.91,0.06,0.04,0.9,0.95,0.75,1.61,1.27,0.16,0.02,0.28,0.79,1185.7
65.13,0.01,14.72,9.86,0.88,0.04,0.13,1.83,0.58,2.3,0.91,0.3,0.02,2.98,0.33,714.1
63.17,0.25,14.81,8.42,0.89,0.03,1.19,2.95,0.03,4.09,0.97,0.29,0.01,2.3,0.58,1062.56
69.77,0.13,5.43,10.15,0.61,0.01,1.74,3.74,0.35,3.83,3.14,0,0.02,0.87,0.22,898.57
59.13,0.31,16.96,9.73,1.7,0.01,0.35,4.44,0.5,4.48,0.32,0.92,0.02,0.47,0.68,1195.94
74.3,0.48,3.97,9.88,1.56,0.03,0.87,0.59,0.96,1.35,1.39,0.65,0.04,2.95,0.97,962.15
78.27,1.1,7.84,3.33,1.17,0,0.39,0.01,0.18,2.37,1.97,0.37,0.04,2.02,0.94,1365.07
62.96,0.16,12.1,16.83,0.37,0.04,1.05,0.72,0.64,2.6,0.14,0.4,0.04,1.67,0.28,831.21
76.77,1.12,4.28,5.05,0.71,0.04,1.02,3.41,0.98,3.92,0.86,0.79,0.04,0.7,0.33,1524.91
55.41,0.26,12.66,17.61,0.15,0.02,1.21,3.38,1,3.41,3.1,0.99,0,0.22,0.56,1174.86
78.5,0.44,1.74,6.13,1.35,0.04,0.19,2.7,0.3,3.34,2.75,0.93,0,1.41,0.19,965.34
67.12,1.09,7.17,16.24,0.56,0,1.71,0.6,0.02,1.77,1.9,0.08,0.04,1.22,0.49,1512.47
59.56,0.32,9.21,15.33,1.81,0.05,0.85,4.95,0.29,0.03,3.84,0.18,0,2.77,0.79,1112.36
54.98,1.01,16.3,10.87,1.41,0.04,1.38,3.23,0.55,2.4,4.98,0.34,0,2.3,0.21,1712.41
69.61,0.64,1.72,12.39,1.89,0.04,0.43,4.86,0.31,2.18,2.49,0.99,0,2.09,0.36,1288.54
50.72,0.3,13.71,16.57,0.86,0.03,1.94,4.23,0.44,3.32,3.92,0.02,0.03,2.95,0.95,1264.34
58.11,1,1.91,19.88,1.22,0.01,1.35,4.28,0.11,4.58,4.6,0.01,0.05,2.84,0.04,1621.2
66.9,0.43,13.66,7.16,1.91,0.05,0.63,2.54,0.56,2.9,1.87,0.17,0,0.32,0.9,1096.99
75.06,0.34,1.38,12.47,0.15,0,1.24,2.96,0.04,2.3,2.18,0.55,0.04,0.85,0.43,873.58
61.44,0.63,9.52,17.37,1.68,0.02,0.33,1.89,0.29,4.75,1.33,0.18,0.04,0.26,0.26,1337.76
71.01,0.53,10.71,6.55,0.99,0.01,1.15,2.04,0.85,2.08,2.22,0.59,0.01,0.47,0.79,1183.68
50.74,0.13,14.79,19.76,0.75,0.03,0.89,4.47,0.01,3.27,3.26,0.38,0.01,0.72,0.8,1063.35
68.37,0.09,10.15,6.14,0.53,0.03,1.8,3.09,0.79,3,3.49,0.43,0.05,1.51,0.55,781.06
71.97,0.29,1.33,14.36,0.58,0.02,1.84,2.83,0.1,4,1.28,0.55,0.03,0.71,0.12,897.21
81.97,0.26,1.75,5.51,1.99,0.02,1.73,2.75,0.67,0.78,1.37,0.51,0.04,0.13,0.51,761.38
72.57,0.76,13.41,2.77,0.33,0.02,2,1.78,0.43,2.16,0.4,0.77,0.01,2.11,0.48,1258.01
66.79,0.74,0.97,17.8,0.49,0.03,1.6,2.7,0.34,4.89,1.39,0.95,0.01,1.17,0.14,1337.76
65.56,0.48,14.97,10.1,1.31,0.03,1.28,1.15,0.37,0.25,2.94,0.46,0.04,0.62,0.44,1041.95
58.2,0.23,11.05,16.96,1.53,0.05,1.94,3.86,0.29,1.1,2.24,0.99,0.02,0.6,0.94,1090.94
56.22,0.95,15.18,16.43,1.67,0.03,0.81,3.34,0.84,1.75,1.48,0.34,0.03,0.16,0.78,1645.78
75.09,0.18,2.39,3.95,1.15,0.01,0.74,4.66,0.85,4.26,2.89,0.87,0.04,2.86,0.06,865.78
58.89,0.52,9.23,16.59,1.86,0.04,1.52,1.6,0.47,4.43,3.93,0.68,0,0.12,0.13,1270.86
56.66,0.7,9.65,18.85,1.39,0.01,0.32,4.25,0.46,3.27,2.83,0.11,0,1.13,0.36,1512.04
54.39,1.16,15.45,9.93,1,0.03,0.23,5,0.52,4.55,4.84,0.58,0.01,1.72,0.6,1978.06
74.01,0.95,0.87,9.33,1.85,0.05,0.38,4.35,0.15,4.21,1.39,0.96,0.03,1.2,0.28,1454.61
55.31,1.08,13.59,16.7,1.56,0.05,1.52,1.05,0.79,1.61,4.98,0.38,0.01,0.72,0.66,1665.79
69.74,0.14,17.16,5.89,0.59,0,0.49,2.09,0.37,1.37,0.2,0.3,0.04,1.32,0.29,827.05
56.26,0.37,11.35,19.79,0.08,0.01,0.36,2.24,0.04,2.39,4.64,0.01,0.02,2.28,0.15,1042.79
78.15,0.1,11.35,0.2,1.6,0,1.05,3.7,0.24,0.52,0.88,0.85,0.04,0.59,0.72,761.14
73.26,0.54,16.16,1.83,0.35,0.04,1.64,1.53,0.6,1.91,0.05,0.03,0,1.78,0.28,1087.17
70.41,0.18,16.94,2.43,1.35,0.04,0.33,1.07,0.57,2.54,2.61,0.55,0.05,0.16,0.76,825.53
63.37,0.12,8.02,16.08,0.2,0.01,0.75,0.52,0.76,3.93,4.18,0.58,0.03,0.79,0.66,806.02
47.08,0.54,17.47,19.36,1.81,0.02,0.74,4.26,0.73,3.52,1.4,0.83,0.03,1.34,0.87,1567.51
72.97,0.56,10.67,0.81,0.92,0.03,0.99,4.24,0.31,4.42,2.02,0.69,0,0.6,0.76,1200.35
67.89,0.02,17.43,3.81,1.8,0.03,1.13,0.42,0.37,0.78,2.63,0.55,0.04,2.63,0.47,673.99
73.39,1.02,2.63,12.55,0.03,0.01,1.18,2.28,0.49,3.3,1.17,0.28,0.03,1.61,0.01,1395.83
69.11,0.81,11.16,1.57,1.5,0.03,0.41,2.8,0.6,4.6,3.71,0.3,0.01,2.56,0.85,1476.78
67.46,0.22,12.03,5.58,0.52,0.02,1.04,4.02,0.5,1.49,4.42,0.06,0.04,2.35,0.25,962.99
61.66,0.25,15.74,11.18,0.09,0.04,0.7,1.71,0.64,3.31,1.77,0.14,0.03,1.88,0.86,1076.39
60.24,0.07,16.1,6.54,1.26,0.05,1.62,3.19,0.7,4.6,4.06,0.61,0.03,0.44,0.47,966.25
64.45,0.37,7.78,13.24,0.3,0,0.79,1.61,0.42,4.66,3.54,0.33,0.01,1.86,0.66,1032.47
69.44,0.04,4.78,9.14,1.58,0.04,0.83,3.98,0.99,3.58,3.64,0.91,0.02,0.03,0.99,840.53
59.23,0.59,14.14,16.25,0.8,0.03,1.08,1.1,0.12,2.72,0.6,0.35,0.01,2.12,0.87,1220.4
83.21,1.2,0.38,6.09,0.56,0.02,0.46,1.32,0.26,2.53,1.96,0.64,0.03,0.55,0.81,1486.3
80.25,0.57,2.76,3.34,1.59,0.04,1.01,1.53,0.46,3.18,4.4,0.56,0.01,0.13,0.18,980.2
64.34,0.58,12.58,6.16,1.34,0.03,0.88,4.49,0.69,1.8,4.02,0.74,0.04,1.92,0.38,1304
68.77,0.42,11.77,2.62,1.64,0.02,1.26,2.5,0.52,3.69,3.13,0.25,0,2.52,0.88,1121.7
64.7,0.35,16.87,4.1,0.33,0.01,1.46,4.44,0.39,0.68,2.93,0.21,0,2.66,0.87,1092.75
72.62,1.17,8.53,5.88,1.54,0.01,0.49,1.28,0.95,3.65,0.67,0.09,0.04,2.41,0.67,1625.63
69.2,0.73,16.78,3.39,1.03,0.01,0.89,1,0.84,1.27,2.09,0.41,0.04,2.27,0.06,1219.82
70.46,0.09,9.92,8.55,0.55,0.04,0.26,4.87,0.02,0.59,1.56,0.51,0.01,2.21,0.36,773.18
87.42,0.97,2.18,5.38,0.65,0.05,1.02,0.04,0.38,0.04,1.19,0.45,0.02,0.1,0.12,1131.64
62.32,0.67,12.52,8.09,1.46,0.01,0.24,4.2,0.34,2.16,4.74,0.42,0,2.81,0.01,1326.39
67.86,0.57,9.85,8.17,1.55,0.05,0.17,4,0.13,0.4,4.78,0.49,0.01,1.71,0.26,1192.72
59.76,0.56,11.24,17.39,0.01,0.01,0.19,0.49,0.95,4.68,3.75,0.64,0.04,0.18,0.12,1266.47
72.51,0.57,9.06,4.59,1.3,0.04,0.66,3.1,0.33,3.96,2.37,0.34,0.02,0.27,0.87,1172.8
72.17,1.15,8.59,4.43,1.33,0.02,0.5,0.19,0.89,3.98,4.15,0.44,0.04,1.74,0.37,1572.97
54.11,0.9,11.7,17.07,0.99,0.01,1.54,4.6,0.34,3.91,1.37,0.94,0.03,1.71,0.78,1704.43
55.7,0.98,16.06,18.02,0.11,0.01,1.65,4.73,0.31,0.04,1.61,0.38,0.04,0.14,0.21,1638.9
83.13,0.8,1.33,5.73,0.85,0.04,1.13,0.23,0.8,0.27,4.67,0.21,0.02,0.22,0.56,1110.18
76.52,0.6,7.38,0.71,1.76,0.04,1.27,2.86,0.69,0.72,4.66,0.28,0.03,1.82,0.64,1096.49
73.13,0.9,10.77,1.52,0.83,0.04,0.63,2.41,0.49,3.09,4.42,0.17,0.03,1.27,0.3,1409.03
83.69,1.1,0.15,2.44,1.47,0.01,1.45,4.16,0.25,0.96,0.73,0.2,0.01,2.61,0.77,1448.71
73.5,0.19,1.12,15.2,0.93,0.03,0.85,0.34,0.74,4.1,0.21,0.38,0.03,1.82,0.58,744.98
59.13,0.83,17.4,7.81,1.11,0.03,1.18,1.93,0.62,3.25,2.92,0.21,0.03,2.65,0.87,1562.87
73.3,0.19,8.27,2.22,1.63,0.01,1.53,4.07,0.89,3.77,2.82,0.6,0.02,0.53,0.13,961.18
65.47,0.23,16.81,3.29,1.45,0.01,1.95,1.83,0.41,2.02,4.08,0.22,0.04,1.97,0.22,957.56
59.65,0.16,11.09,13.84,1.32,0.02,1.75,3.85,0.51,3.02,2.83,0.95,0.04,0.71,0.26,998.29
64.03,1.18,4.26,19.07,1.3,0,0.67,2.38,0.83,1.64,1.55,0.92,0,1.65,0.5,1663.78
62.44,0.58,10.96,13.83,1.09,0.02,0.26,1.24,0.42,4.62,1.01,0.41,0.04,2.12,0.97,1255.41
78.44,0.24,0.3,6.45,0.3,0.03,1.8,3.44,0.14,0.58,4.56,0.49,0.05,2.21,0.99,741.42
74.51,0.91,8.48,4.66,0.48,0.02,0.22,0.89,0.5,4.77,2.89,0.41,0.01,0.59,0.66,1413.11
69.71,1.02,7.18,11.01,1.41,0,0.7,3.65,0.68,0.27,1.19,0.68,0.01,2.44,0.03,1489.05
47.97,1.11,14.33,17.68,0.88,0.04,1.71,2,0.99,4.26,4.87,0.87,0.04,2.83,0.42,1839.03
72.36,0.94,3.83,14.66,1.57,0.04,1.7,2.07,0.54,0.05,0.73,0.64,0.03,0.59,0.24,1384.85
68.54,0.74,1.25,15.2,0.53,0.03,0.25,4.99,0.08,3.71,2.71,0.09,0,1.09,0.8,1324.13
61.78,0.06,12.68,13.11,0.53,0,1.83,1.5,0.11,3.41,1.08,0.48,0,2.98,0.45,863.64
77.03,0.4,7.78,1.56,1.91,0,1.54,2.69,0.06,0.01,4.68,0.74,0.03,1.32,0.24,894
65.11,0.82,10.95,14.53,0.73,0.05,0.13,0.4,0.92,3.24,1.63,0.76,0.02,0.06,0.65,1359.36
78.57,0.28,8.57,1,1.77,0.03,0.59,3.44,0.8,3.07,1.01,0.11,0.04,0.7,0.02,871.44
62.12,0.78,2.75,19.82,1.74,0.03,1.67,2.35,0.79,3.23,0.14,0.95,0.04,2.86,0.73,1367.67
76.59,0.22,2.61,4.41,1.1,0.03,0.63,2.74,0.34,3.48,4.94,0.69,0,1.43,0.77,809.88
70.22,0.66,17.12,1.1,0.58,0.01,1.54,2.62,0.14,1.43,2.61,1,0.02,0.47,0.5,1258.85
54.66,0.57,12.41,18.29,0.4,0.04,1.9,1.87,0.11,4.11,3.51,0.21,0.02,1.73,0.17,1249.09
54.74,0.86,12.42,17.74,1.13,0.03,1.24,1.37,0.76,3.31,4.2,0.77,0.03,0.48,0.92,1584.32
62.6,0.49,2.63,17.7,1.59,0.04,0.18,4.4,0.6,2.35,4.57,0.67,0.01,1.56,0.64,1200.37
64.99,1.08,5.04,15.88,1.6,0.01,0.03,2.91,0.79,2.77,4.07,0.62,0.03,0.08,0.09,1645.61
63.14,0.66,10.62,12.29,0.21,0.03,0.96,3.01,0.56,3.82,1.59,0.37,0.02,2.29,0.43,1356.3
62.32,0.22,17.69,9.87,0.22,0.03,1.48,2.5,0.65,0.86,1.84,0.16,0.02,1.69,0.44,972.24
77.15,0.39,2.58,5.05,0.4,0.04,1.64,3.6,0.64,1.54,3.55,0.61,0,2.72,0.08,995.01
58.5,0.61,9.24,16.74,1.83,0.05,1.14,3.4,0.09,2.44,4.49,0.46,0,0.6,0.43,1306.69
74.52,0.41,5.74,1.82,1.77,0.03,1.25,3.03,0.4,4.12,4.65,0.01,0,2.02,0.24,980.82
65.56,1.09,12.01,7.37,0.83,0.03,0.28,4.42,0,4.89,0.84,0.74,0,1.29,0.63,1712.94
66.92,0.37,8.97,10.09,1.57,0.01,0.17,2.01,0.89,4.28,2.8,0.89,0.04,0.83,0.17,1042.47
66.56,0.37,4.09,12.45,1.17,0.03,0.38,3.96,0.43,2.36,4.98,0.28,0.02,2.03,0.88,1072.64
72.82,1.1,7.61,5.73,1.36,0.01,0.77,4.48,0.59,0.47,1.65,0.63,0.02,1.98,0.76,1571.83
58.26,0.58,17.77,18.29,0.12,0.01,0.6,0.92,0.31,2.12,0.26,0.13,0,0.14,0.48,1283.95
72.08,0.13,16.67,1.73,1.24,0.01,1.65,0.31,0.95,0.24,1.21,0.46,0.04,2.85,0.43,745.35
57.74,0.91,13.09,11.42,1.38,0,0.88,3.93,0.47,4.37,4.17,0.86,0.01,0.73,0.03,1616.56
74.63,0.06,4.7,1.96,0.79,0.05,1.4,3.53,0.45,4.06,4.54,0.96,0,2.64,0.23,705.84
66.25,0.48,6.22,13.5,1.2,0.01,1.57,2.2,0,2.07,2.58,0.07,0.01,2.98,0.87,1120.64
63.48,0.46,9.79,9.41,0.1,0.02,0.25,2.44,0.91,4.98,4.72,0.99,0,2.19,0.27,1162.67
62.74,1.04,14.65,8.47,0.95,0.01,0.58,4.91,0.89,0.96,1.38,0.11,0.05,2.72,0.55,1719.65
58.36,0.25,16.82,10.53,0.18,0.02,1.2,1.76,0.7,4.41,3.86,0.64,0.03,0.76,0.45,1108.86
50.65,0.36,16.81,18.15,0.31,0.04,1.41,4.88,0.46,3.61,2.59,0.07,0,0.37,0.3,1336.52
59.69,0.86,17.49,6.21,1.88,0.03,0.99,3.34,0.7,0.86,3.76,0.73,0.05,2.74,0.68,1516.36
47.91,0.86,17.03,19.34,1.65,0.04,0.22,4.15,0.25,2.82,2.03,0.35,0.02,2.57,0.77,1764.59
69.7,1.18,7.16,11.02,1.07,0.05,0.7,4.93,0.3,0.54,0.96,0.43,0.03,1.55,0.38,1650.84
57.89,0.68,15.1,16.78,1.45,0.05,1.18,0.04,0.29,1.64,2.74,0.9,0.04,0.7,0.52,1287.17
63.31,1.19,17.59,6.61,0,0.03,1.73,1.62,0.93,1.66,3.05,0.72,0.02,1.06,0.47,1713.81
70.1,1,1.82,12.63,1.35,0.03,1.87,3.01,0.63,3,3.61,0.14,0.04,0.13,0.64,1476.33
79.89,0.06,2.5,5.43,1.76,0.04,0.13,1.45,0.89,1.18,4.98,0.26,0.04,1.25,0.14,578.74
69.13,0.31,12.15,6.74,1.21,0.01,0.9,2.56,0.41,0.99,2.31,0.69,0.05,2.37,0.16,923.74
82.24,0.17,4.51,3.99,0.43,0.01,0.6,0.63,0.28,3.44,1.18,0.17,0,1.5,0.84,666.18
63.01,0.08,9.76,13.01,1.18,0.04,1.73,0.29,0.36,3.35,4.76,0.8,0.01,0.84,0.76,886.07
